date,gross_return,net_return,cost,turnover,long_return,short_return,gross_exposure,net_exposure,long_names,short_names,benchmark_return
2014-10-24,0.003791025277,0.003791025277,0,0,0.002125227148,0.001665798129,0.9846556404,0.001577024273,8,8,0.007694719982
2014-10-27,-0.00591023468,-0.00591023468,0,0,-0.005593525837,-0.0003167088423,0.9813945778,0.005347775996,8,8,-0.001373889017
2014-10-28,0.007180033354,0.007180033354,0,0,0.01218702177,-0.005006988413,0.9819211452,-0.0005658027104,8,8,0.01147003459
2014-10-29,-0.006527533649,-0.006527533649,0,0,-0.005524075351,-0.001003458298,0.9919926153,0.006567078799,8,8,-0.001511839277
2014-10-30,-0.004413285947,-0.004413285947,0,0,-0.001291696926,-0.00312158902,0.9939601063,3.980497826e-05,8,8,0.006410269633
2014-10-31,0.00333428949,0.00333428949,0,0,0.007991285839,-0.004656996348,1.000204185,-0.004392867951,8,8,0.01143571993
2014-11-03,-0.005444029782,-0.006600886863,0.001156857081,1.156857081,-0.002900161143,-0.002543868639,1.009486547,-0.001055060583,8,8,0.000545379468
2014-11-04,0.00127792712,0.00127792712,0,0,-0.0002442506197,0.00152217774,1,0,8,8,-0.003469432958
2014-11-05,-0.004298010795,-0.004298010795,0,0,0.0005644566356,-0.004862467431,0.99695953,0.001276296106,8,8,0.006316458497
2014-11-06,0.0007348636757,0.0007348636757,0,0,0.00410514384,-0.003370280165,1.006713319,-0.003034758112,8,8,0.00400293025
2014-11-07,-0.004035593726,-0.004035593726,0,0,-0.001710465262,-0.002325128464,1.013444,-0.002298205568,8,8,0.0009354591691
2014-11-10,0.001363912518,0.001363912518,0,0,0.002288396753,-0.000924484235,1.018167573,-0.006359463505,8,8,0.003147133133
2014-11-11,-0.001120140695,-0.001120140695,0,0,-0.0004783536706,-0.0006417870239,1.019989278,-0.004988746773,8,8,0.0009809172797
2014-11-12,0.004298469854,0.004298469854,0,0,0.002024072731,0.002274397122,1.021296708,-0.006115737955,8,8,-0.001078024404
2014-11-13,0.001923366613,0.001923366613,0,0,0.001732035249,0.0001913313636,1.016676231,-0.001809490062,8,8,0.00112800169
2014-11-14,0.001400534512,0.001400534512,0,0,0.002482664806,-0.001082130294,1.01626229,0.0001136579441,8,8,0.0002449770606
2014-11-17,-0.002840229903,-0.002840229903,0,0,-0.001734728053,-0.001105501851,1.01840078,0.001512074743,8,8,0.0006363478201
2014-11-18,-0.001033746745,-0.001033746745,0,0,0.001312194101,-0.002345940847,1.020670492,-0.001331938171,8,8,0.005774112852
2014-11-19,-0.006868039847,-0.006868039847,0,0,-0.005823427056,-0.001044612791,1.02538862,-0.002368132966,8,8,-0.001605445683
2014-11-20,0.003058782802,0.003058782802,0,0,0.004130438506,-0.001071655704,1.027667869,-0.009300045899,8,8,0.001753931819
2014-11-21,-0.008107295595,-0.008107295595,0,0,-0.001316467884,-0.006790827711,1.029720273,-0.006222230645,8,8,0.005350615819
2014-11-24,0.002829122377,0.002829122377,0,0,0.001615187935,0.001213934441,1.043655859,-0.0144466495,8,8,0.002806258014
2014-11-25,-0.0004407904494,-0.0004407904494,0,0,-0.002344746084,0.001903955635,1.04111168,-0.01158475244,8,8,-0.0007235075517
2014-11-26,0.004865374851,0.004865374851,0,0,0.005859228042,-0.0009938531915,1.037320219,-0.01203084597,8,8,0.002558818246
2014-11-28,0.009595803773,0.009595803773,0,0,0.001369586562,0.008226217211,1.039117604,-0.007130777215,8,8,-0.002119048897
2014-12-01,-0.006732046886,-0.007381631035,0.0006495841489,0.6495841489,-0.007342483867,0.0006104369815,1.022449746,0.002441597468,8,8,-0.006949853123
2014-12-02,-0.002336877444,-0.002336877444,0,0,0.002311277385,-0.004648154829,1,0,8,8,0.00646406955
2014-12-03,0.002042420344,0.002042420344,0,0,0.003525238908,-0.001482818564,1.009318085,-0.002342351231,8,8,0.003863039816
2014-12-04,0.008849891454,0.008849891454,0,0,0.005789728028,0.003060163426,1.012258685,-0.0002993195512,8,8,-0.001106677313
2014-12-05,0.004918896951,0.004918896951,0,0,0.003361246188,0.001557650763,1.006084511,0.008475564081,8,8,0.001637614689
2014-12-08,0.0055631525,0.0055631525,0,0,-0.006426861511,0.01199001401,1.002954675,0.01332889756,8,8,-0.006682721344
2014-12-09,0.000984796953,0.000984796953,0,0,0.002045171473,-0.00106037452,0.9790909674,0.01878753215,8,8,-0.0006775958249
2014-12-10,0.003960289306,0.003960289306,0,0,-0.007658333305,0.01161862261,0.9812302008,0.01975287653,8,8,-0.01603141455
2014-12-11,0.002688828123,0.002688828123,0,0,0.003559880525,-0.0008710524028,0.9581586594,0.02361962529,8,8,0.005069937007
2014-12-12,0.001449797783,0.001449797783,0,0,-0.005146684811,0.006596482593,0.9600082951,0.0262379042,8,8,-0.01616139049
2014-12-15,-0.002396803431,-0.002396803431,0,0,-0.003439586706,0.001042783275,0.9468923253,0.02764761852,8,8,-0.006869864522
2014-12-16,-0.007631161448,-0.007631161448,0,0,-0.01036385116,0.002732689716,0.9446741535,0.02531148174,8,8,-0.008019155179
2014-12-17,-0.001624115066,-0.001624115066,0,0,0.01186973492,-0.01349384999,0.9387412991,0.01781627919,8,8,0.01960510847
2014-12-18,0.001104867301,0.001104867301,0,0,0.0146264556,-0.0135215883,0.9656732484,0.01621850484,8,8,0.02472812575
2014-12-19,-0.004568602588,-0.004568602588,0,0,0.0003549271408,-0.004923529729,0.9927244636,0.01730425324,8,8,0.004255005704
2014-12-22,0.004596299009,0.004596299009,0,0,0.00516866568,-0.0005723666716,1.002583325,0.01279410182,8,8,0.004600315501
2014-12-23,-0.004319049629,-0.004319049629,0,0,-0.0002468573034,-0.004072192326,1.003711002,0.01731083505,8,8,0.00134920023
2014-12-24,0.0002346686435,0.0002346686435,0,0,-0.0002722894407,0.0005069580842,1.011906812,0.01304814099,8,8,9.656551325e-05
2014-12-26,0.0007181980342,0.0007181980342,0,0,0.001727473015,-0.00100927498,1.010890341,0.01327969331,8,8,0.003224585517
2014-12-29,-0.0006024621753,-0.0006024621753,0,0,0.000210463286,-0.0008129254614,1.012899626,0.0139878453,8,8,0.001343364997
2014-12-30,-0.001036118851,-0.001036118851,0,0,-0.002922493517,0.001886374666,1.014534233,0.01339345217,8,8,-0.005365720124
2014-12-31,-9.563743079e-05,-9.563743079e-05,0,0,-0.004177653801,0.00408201637,1.010772646,0.01237015027,8,8,-0.00992353092
2015-01-02,-0.002360155246,-0.003129663818,0.0007695085717,0.7695085717,-0.002303150636,-5.700460983e-05,1.002608863,0.01227568685,8,8,-0.0005347538312
2015-01-05,0.009038878274,0.009038878274,0,0,-0.00815491454,0.01719379281,1,0,8,8,-0.01805962143
2015-01-06,0.002796197049,0.002796197049,0,0,-0.003529933528,0.006326130577,0.9659204552,0.008957908826,8,8,-0.009419194255
2015-01-07,0.006213588263,0.006213588263,0,0,0.009904055883,-0.003690467619,0.9533985011,0.01172133072,8,8,0.01246106351
2015-01-08,0.007133953582,0.007133953582,0,0,0.01418199889,-0.007048045305,0.9610216318,0.01782416695,8,8,0.01774490231
2015-01-09,0.0007468125234,0.0007468125234,0,0,-0.004420201076,0.005167013599,0.9752939741,0.02478133167,8,8,-0.008013204256
2015-01-12,0.002396435687,0.002396435687,0,0,-0.004672594205,0.007069029891,0.9649860957,0.02550909368,8,8,-0.007833830931
2015-01-13,-0.001113085586,-0.001113085586,0,0,-0.002251608961,0.001138523375,0.9509655438,0.02783881543,8,8,-0.00281271849
2015-01-14,-0.0004114373734,-0.0004114373734,0,0,-0.00149811556,0.001086678187,0.9486313193,0.02675551102,8,8,-0.006036941622
2015-01-15,-0.00182548351,-0.00182548351,0,0,-0.005236093258,0.003410609748,0.9464359247,0.02635491705,8,8,-0.009160810258
2015-01-16,0.0006060381337,0.0006060381337,0,0,0.007266857458,-0.006660819325,0.9395042713,0.0245742935,8,8,0.01311419901
2015-01-20,-0.001924602183,-0.001924602183,0,0,0.001094525168,-0.003019127352,0.9528544819,0.02516508064,8,8,0.002132578845
2015-01-21,-0.01347582269,-0.01347582269,0,0,0.001928094107,-0.01540391679,0.9588134689,0.02328529338,8,8,0.005048256889
2015-01-22,0.0004637020829,0.0004637020829,0,0,0.009805822543,-0.00934212046,0.9894795305,0.009943467096,8,8,0.01487094588
2015-01-23,0.001695350336,0.001695350336,0,0,-0.001438803856,0.003134154192,1.008159988,0.01040234559,8,8,-0.005482868813
2015-01-26,-0.003696880193,-0.003696880193,0,0,0.00019846425,-0.003895344443,1.001888478,0.0120772208,8,8,0.002341795214
2015-01-27,-0.006834456966,-0.006834456966,0,0,-0.01399738245,0.007162925487,1.009715082,0.008411436685,8,8,-0.01319055598
2015-01-28,0.008610079359,0.008610079359,0,0,-0.002427602371,0.01103768173,0.9953575021,0.001587831686,8,8,-0.01282418666
2015-01-29,0.006611270398,0.006611270398,0,0,0.008931056883,-0.002319786485,0.9735102177,0.01011085577,8,8,0.009243516215
2015-01-30,-0.01567096513,-0.01567096513,0,0,-0.01439439398,-0.001276571144,0.9782932996,0.01661229778,8,8,-0.01257494208
2015-02-02,-0.003530507919,-0.004073139769,0.0005426318498,0.5426318498,0.003072563283,-0.006603071202,0.9805415085,0.0009563190948,8,8,0.01238424502
2015-02-03,-0.004863414348,-0.004863414348,0,0,0.007713493766,-0.01257690811,1,0,8,8,0.01446088872
2015-02-04,0.001699280666,0.001699280666,0,0,-0.004624999156,0.006324279822,1.025276748,-0.004887182742,8,8,-0.003807742334
2015-02-05,-0.0005971436945,-0.0005971436945,0,0,0.006242841821,-0.006839985515,1.012606765,-0.003182494125,8,8,0.01009487168
2015-02-06,-0.000323406758,-0.000323406758,0,0,-0.001803811204,0.001480404446,1.026302443,-0.003781896155,8,8,-0.002765008429
2015-02-09,-0.006429664965,-0.006429664965,0,0,-0.005756036892,-0.0006736280727,1.023349185,-0.004106631026,8,8,-0.004475894615
2015-02-10,0.008792125689,0.008792125689,0,0,0.01070123582,-0.001909110129,1.024856259,-0.01060447924,8,8,0.01065299241
2015-02-11,0.001142859381,0.001142859381,0,0,-0.0005371488382,0.001680008219,1.028424567,-0.001796557987,8,8,0.0005805081461
2015-02-12,0.003489919262,0.003489919262,0,0,0.005453785783,-0.001963866521,1.025035938,-0.0006529523732,8,8,0.009616971748
2015-02-13,-0.007018070002,-0.007018070002,0,0,0.0008051493465,-0.007823219349,1.028862941,0.002827100536,8,8,0.004116329229
2015-02-17,0.003577737687,0.003577737687,0,0,0.001817779924,0.001759957763,1.044823958,-0.004220589862,8,8,0.001573157088
2015-02-18,0.004586522997,0.004586522997,0,0,-1.179458054e-05,0.004598317577,1.041156794,-0.0006405604173,8,8,9.504123875e-05
2015-02-19,-0.0009861876767,-0.0009861876767,0,0,-0.00129515061,0.0003089629333,1.031814242,0.00392794696,8,8,-0.0007140162659
2015-02-20,0.002762043824,0.002762043824,0,0,0.006443436244,-0.00368139242,1.031227112,0.002944663274,8,8,0.006000720157
2015-02-23,0.009030107706,0.009030107706,0,0,0.001617875815,0.007412231891,1.038483603,0.005690988339,8,8,-0.00014210534
2015-02-24,0.003036212619,0.003036212619,0,0,0.003951200802,-0.0009149881828,1.023447407,0.01458935262,8,8,0.002840761499
2015-02-25,-0.004562410132,-0.004562410132,0,0,-0.0006446365491,-0.003917773583,1.025200868,0.01757221227,8,8,-0.000849901544
2015-02-26,0.008466343671,0.008466343671,0,0,0.007241773833,0.001224569838,1.033187832,0.01306943024,8,8,-0.001181097998
2015-02-27,0.001361171743,0.001361171743,0,0,-0.002865046924,0.004226218667,1.030480633,0.02135497535,8,8,-0.003406346617
2015-03-02,0.005119979691,0.004571109448,0.0005488702428,0.5488702428,0.004990322497,0.0001296571933,1.021998252,0.02268526854,8,8,0.006313783675
2015-03-03,-0.003047979277,-0.003047979277,0,0,-0.002680092441,-0.0003678868362,1,0,8,8,-0.004104121541
2015-03-04,0.001541044671,0.001541044671,0,0,-0.0005472107187,0.00208825539,1.000738023,-0.003057297858,8,8,-0.004215708844
2015-03-05,-0.0004171481932,-0.0004171481932,0,0,-0.001054790678,0.0006376424843,0.9965668031,-0.001513920168,8,8,0.001094239859
2015-03-06,-5.888908534e-05,-5.888908534e-05,0,0,-0.008134261527,0.008075372442,0.9952895532,-0.001931874239,8,8,-0.01406474316
2015-03-09,0.003256256525,0.003256256525,0,0,0.002009847178,0.001246409348,0.9791375797,-0.001990880566,8,8,0.004144767468
2015-03-10,0.001091076439,0.001091076439,0,0,-0.006157231195,0.007248307634,0.9767205648,0.001261268945,8,8,-0.01622196606
2015-03-11,-0.002141544162,-0.002141544162,0,0,-0.001301731903,-0.0008398122587,0.9622651212,0.002349781592,8,8,-0.00234186128
2015-03-12,0.007029922269,0.007029922269,0,0,0.009570614698,-0.00254069243,0.9638673661,0.0002086843371,8,8,0.01271418088
2015-03-13,0.001955508156,0.001955508156,0,0,-0.00215606355,0.004111571706,0.969165515,0.007188074997,8,8,-0.006132244695
2015-03-16,0.002629849739,0.002629849739,0,0,0.009679922123,-0.007050072384,0.9610186,0.009125737699,8,8,0.01336023737
2015-03-17,0.003275445708,0.003275445708,0,0,1.959155986e-05,0.003255854148,0.9751840071,0.0117247531,8,8,-0.00297205403
2015-03-18,-0.005091848187,-0.005091848187,0,0,0.00594203093,-0.01103387912,0.968774576,0.01495122688,8,8,0.01202145426
2015-03-19,0.006947149227,0.006947149227,0,0,0.0004698979609,0.006477251266,0.9907954661,0.00990983808,8,8,-0.004561502739
2015-03-20,-0.002606322531,-0.002606322531,0,0,0.003251694284,-0.005858016814,0.9779938437,0.01674068725,8,8,0.00882683315
2015-03-23,0.001089028155,0.001089028155,0,0,2.168783913e-05,0.001067340315,0.9896829878,0.0141712997,8,8,-0.001948502818
2015-03-24,-0.001871699674,-0.001871699674,0,0,-0.003440786851,0.001569087177,0.9875618527,0.01524372701,8,8,-0.005618979719
2015-03-25,-0.008750260295,-0.008750260295,0,0,-0.01253459829,0.00378433799,0.9843944695,0.01339710269,8,8,-0.01465427737
2015-03-26,0.00275683708,0.00275683708,0,0,-0.001081084713,0.003837921793,0.9766212231,0.004687862408,8,8,-0.002380981536
2015-03-27,0.007577210753,0.007577210753,0,0,0.003804872739,0.003772338014,0.9690307567,0.00742423209,8,8,0.002289545481
2015-03-30,-0.0006050001334,-0.0006050001334,0,0,0.007461625183,-0.008066625317,0.9617757141,0.01488862857,8,8,0.01219970146
2015-03-31,0.0003052148495,0.0003052148495,0,0,-0.005312731657,0.005617946507,0.9778955916,0.01429227526,8,8,-0.008739416719
2015-04-01,-0.003440140122,-0.00420239677,0.0007622566486,0.7622566486,-0.004100983535,0.0006608434136,0.9666698714,0.0145930361,8,8,-0.003536315566
2015-04-02,-0.0009760764295,-0.0009760764295,0,0,0.001440465271,-0.0024165417,1,0,8,8,0.003597770332
2015-04-06,-0.006232414767,-0.006232414767,0,0,0.004331206724,-0.01056362149,1.004837805,-0.0009770300855,8,8,0.006733050494
2015-04-07,0.0002506127769,0.0002506127769,0,0,0.0001129173787,0.0001376953982,1.026127888,-0.007254658896,8,8,-0.002646271894
2015-04-08,0.004609219024,0.004609219024,0,0,0.003375505594,0.00123371343,1.02584602,-0.007002291255,8,8,0.003377015445
2015-04-09,-0.002357870299,-0.002357870299,0,0,0.00229922664,-0.004657096938,1.023271331,-0.002382092644,8,8,0.004423483289
2015-04-10,0.0001082072126,0.0001082072126,0,0,0.002830548887,-0.002722341674,1.032662539,-0.004751165575,8,8,0.005457177252
2015-04-13,-0.001413724535,-0.001413724535,0,0,-0.002616712354,0.001202987818,1.038103099,-0.004642456015,8,8,-0.004523344506
2015-04-14,-0.006138784582,-0.006138784582,0,0,-0.00177046223,-0.004368322352,1.035747661,-0.006064754443,8,8,0.001913396174
2015-04-15,-0.004166168615,-0.004166168615,0,0,0.001169828181,-0.005335996796,1.044759072,-0.01227891665,8,8,0.004486937001
2015-04-16,0.002432149841,0.002432149841,0,0,0.002541008803,-0.0001088589622,1.055662966,-0.01651388489,8,8,-0.0002851729802
2015-04-17,-0.00101327342,-0.00101327342,0,0,-0.009065307244,0.008052033824,1.055745104,-0.01404756926,8,8,-0.01150345116
2015-04-20,0.001211304484,0.001211304484,0,0,0.005609643063,-0.004398338579,1.039681244,-0.01507611891,8,8,0.00913717193
2015-04-21,0.001606243737,0.001606243737,0,0,0.0005893360065,0.00101690773,1.048419271,-0.01384804023,8,8,-0.001191518972
2015-04-22,-0.004526502989,-0.004526502989,0,0,0.002230841776,-0.006757344765,1.046311069,-0.01222216472,8,8,0.004914079074
2015-04-23,-0.00115588539,-0.00115588539,0,0,-0.0006698123315,-0.0004860730584,1.060097791,-0.01682482533,8,8,0.002515922608
2015-04-24,-0.007757966748,-0.007757966748,0,0,-0.002473281901,-0.005284684847,1.061140609,-0.01800151841,8,8,0.002320876303
2015-04-27,-0.00434287007,-0.00434287007,0,0,-0.0002842125065,-0.004058657564,1.072270652,-0.02596088887,8,8,-0.004157963693
2015-04-28,-0.005782410475,-0.005782410475,0,0,-0.001107092975,-0.0046753175,1.080738604,-0.03043593827,8,8,0.003178960106
2015-04-29,-0.009772919624,-0.009772919624,0,0,-0.006309559088,-0.003463360536,1.090613202,-0.03642899615,8,8,-0.004114603171
2015-04-30,-0.00205833756,-0.00205833756,0,0,-0.00640101794,0.004342680381,1.098502581,-0.04665789968,8,8,-0.01002044316
2015-05-01,0.01095635459,0.01061578432,0.0003405702666,0.3405702666,0.01173067859,-0.0007743239946,1.090002475,-0.04881671853,8,8,0.01084140615
2015-05-04,-0.001234388516,-0.001234388516,0,0,0.0005588536606,-0.001793242177,1,0,8,8,0.002847717336
2015-05-05,-0.005244992493,-0.005244992493,0,0,-0.006680185411,0.001435192918,1.003590917,-0.001235914114,8,8,-0.01145216542
2015-05-06,0.0007005114178,0.0007005114178,0,0,-0.002238987808,0.002939499225,1.00072433,-0.006515078143,8,8,-0.004116828738
2015-05-07,0.005327339331,0.005327339331,0,0,0.006307770575,-0.000980431244,0.9948489401,-0.005810496406,8,8,0.003989666753
2015-05-08,0.002214142404,0.002214142404,0,0,0.007506056091,-0.005291913687,0.9968267078,-0.0004805967731,8,8,0.01316591759
2015-05-11,-0.001171485837,-0.001171485837,0,0,-0.002622479561,0.001450993724,1.007394163,0.001729715794,8,8,-0.004772707818
2015-05-12,-0.0009607918136,-0.0009607918136,0,0,-0.000307069789,-0.0006537220247,1.004497445,0.0005588846824,8,8,-0.002991364103
2015-05-13,-0.001603455456,-0.001603455456,0,0,-0.0009471172656,-0.00065633819,1.005810471,-0.0004022936517,8,8,0.0001906687235
2015-05-14,0.004747679504,0.004747679504,0,0,0.008282290457,-0.003534610953,1.007134588,-0.002008970402,8,8,0.01042777485
2015-05-15,0.0001110555295,0.0001110555295,0,0,0.0005343203357,-0.0004232648062,1.014136693,0.002725768029,8,8,0.001083805574
2015-05-18,0.003299342815,0.003299342815,0,0,0.00249058456,0.0008087582545,1.014981559,0.002836508549,8,8,0.003106442848
2015-05-19,0.0001218759525,0.0001218759525,0,0,-0.0009536910745,0.001075567027,1.013320095,0.006115673659,8,8,-0.0003285476588
2015-05-20,0.0001796403198,0.0001796403198,0,0,6.223671477e-05,0.000117403605,1.0111676,0.006236789497,8,8,-0.000704015426
2015-05-21,0.0002873347258,0.0002873347258,0,0,0.002166760906,-0.00187942618,1.010930829,0.006415277374,8,8,0.002912556441
2015-05-22,0.001187182307,0.001187182307,0,0,-0.0001983922256,0.001385574533,1.014685462,0.00670068676,8,8,-0.002388640923
2015-05-26,0.0002858471518,0.0002858471518,0,0,-0.005477974839,0.005763821991,1.011900185,0.007878515833,8,8,-0.0107517393
2015-05-27,0.007574112233,0.007574112233,0,0,0.009499327475,-0.001925215242,1.000372435,0.008162029892,8,8,0.009492215233
2015-05-28,0.0004086494886,0.0004086494886,0,0,-0.0002179046514,0.00062655414,1.004191121,0.01561785077,8,8,-0.001128344862
2015-05-29,0.004701798,0.004701798,0,0,0.002106950243,0.002594847757,1.002936813,0.01601995371,8,8,-0.006213426406
2015-06-01,-3.054281675e-05,-0.000667559471,0.0006370166542,0.6370166542,-0.0001102411049,7.969828811e-05,0.9977576601,0.02062477817,8,8,0.002036882157
2015-06-02,-0.003092065664,-0.003092065664,0,0,-0.002178348048,-0.0009137176168,1,0,8,8,-0.0009925968564
2015-06-03,0.0002308401271,0.0002308401271,0,0,0.001898967157,-0.00166812703,1.001833103,-0.003101656189,8,8,0.002649583894
2015-06-04,-0.0001994639403,-0.0001994639403,0,0,-0.004988375097,0.004788911157,1.005168164,-0.002870153515,8,8,-0.008446699567
2015-06-05,0.0009179355743,0.0009179355743,0,0,0.001540810605,-0.0006228750305,0.9955894623,-0.003070229856,8,8,-0.001712955499
2015-06-08,-0.006950902331,-0.006950902331,0,0,-0.00560068276,-0.001350219572,0.9968381148,-0.002150320426,8,8,-0.006149674908
2015-06-09,0.0001345206017,0.0001345206017,0,0,0.002349136589,-0.002214615988,0.999535324,-0.009164927271,8,8,-0.0001441406601
2015-06-10,0.005069585469,0.005069585469,0,0,0.00846659839,-0.003397012921,1.003964023,-0.009029192057,8,8,0.01199363184
2015-06-11,0.0006963373806,0.0006963373806,0,0,0.0003250746119,0.0003712627687,1.010703785,-0.003939634276,8,8,0.003223324058
2015-06-12,-0.001324608195,-0.001324608195,0,0,-0.00420928872,0.002884680525,1.009954328,-0.003241040038,8,8,-0.007654880369
2015-06-15,0.003108348824,0.003108348824,0,0,0.0003938148489,0.002714533975,1.004190517,-0.00457170395,8,8,-0.004285711033
2015-06-16,0.0007481226199,0.0007481226199,0,0,0.004021370359,-0.003273247739,0.9987652874,-0.001458820602,8,8,0.005451874085
2015-06-17,-0.004624287233,-0.004624287233,0,0,-0.0008157700417,-0.003808517191,1.005307812,-0.0007101666903,8,8,0.001616984442
2015-06-18,0.004350026175,0.004350026175,0,0,0.007197811852,-0.002847785678,1.012984892,-0.005359236573,8,8,0.01039946457
2015-06-19,-0.0005198543439,-0.0005198543439,0,0,-0.002565370351,0.002045516007,1.018599555,-0.001004839321,8,8,-0.004439340807
2015-06-22,0.00112986309,0.00112986309,0,0,0.003033458583,-0.001903595493,1.014516069,-0.001525486696,8,8,0.00512327976
2015-06-23,0.001030886865,0.001030886865,0,0,0.00304718507,-0.002016298205,1.018302581,-0.0003951771093,8,8,0.0007077453198
2015-06-24,-0.002541786878,-0.002541786878,0,0,-0.005499857717,0.002958070839,1.022312176,0.0006350550856,8,8,-0.007262507871
2015-06-25,0.002455432009,0.002455432009,0,0,-0.0001754523591,0.002630884368,1.016437816,-0.001911590649,8,8,-0.003040516837
2015-06-26,-0.003470788464,-0.003470788464,0,0,-0.00357644706,0.0001056585955,1.011148672,0.000542509266,8,8,-0.0001906391137
2015-06-29,1.255822247e-07,1.255822247e-07,0,0,-0.009093961561,0.009094087143,1.010975448,-0.002938478034,8,8,-0.02097072477
2015-06-30,0.001677671285,0.001677671285,0,0,0.003096704961,-0.001419033675,0.992787275,-0.002938352083,8,8,0.002093622403
2015-07-01,0.002028490378,0.001502008687,0.0005264816909,0.5264816909,0.004687388689,-0.002658898311,0.9956326693,-0.001258569332,8,8,0.008015408818
2015-07-02,-0.0005164923215,-0.0005164923215,0,0,-0.0003555798798,-0.0001609124417,1,0,8,8,-0.0009154381737
2015-07-06,0.001188112551,0.001188112551,0,0,-0.002457384791,0.003645497343,1.000321991,-0.0005167592237,8,8,-0.002846117467
2015-07-07,-0.002688267857,-0.002688267857,0,0,0.0008813465591,-0.003569614416,0.9930392666,0.000670556631,8,8,0.00628855536
2015-07-08,0.000686089071,0.000686089071,0,0,-0.008459649492,0.009145738563,1.000178977,-0.002023149995,8,8,-0.01677656607
2015-07-09,0.0002744471329,0.0002744471329,0,0,0.001136729538,-0.0008622824054,0.9818999178,-0.00133614421,8,8,0.001808336063
2015-07-10,0.006023017049,0.006023017049,0,0,0.01013343191,-0.004110414861,0.9836289755,-0.001061405778,8,8,0.01259173631
2015-07-13,0.001871843537,0.001871843537,0,0,0.006934634106,-0.005062790569,0.9918986001,0.004931906315,8,8,0.01103730035
2015-07-14,0.001975636828,0.001975636828,0,0,0.004654937767,-0.002679300939,1.002020399,0.006791038092,8,8,0.0043379843
2015-07-15,-0.0006154556173,-0.0006154556173,0,0,-0.001664046496,0.001048590878,1.007364452,0.008749389304,8,8,-0.0003317553166
2015-07-16,0.01533961927,0.01533961927,0,0,0.01702086186,-0.001681242589,1.005270514,0.008138942845,8,8,0.008023947839
2015-07-17,0.001703866201,0.001703866201,0,0,7.709185379e-05,0.001626774348,1.008502573,0.02312385104,8,8,0.0008477575975
2015-07-20,0.001241233217,0.001241233217,0,0,-0.0003559587374,0.001597191955,1.005240096,0.02478548609,8,8,0.0005179223707
2015-07-21,0.0006836616932,0.0006836616932,0,0,0.0002754003652,0.0004082613279,1.002043176,0.02599445413,8,8,-0.003951579655
2015-07-22,-0.004447846339,-0.004447846339,0,0,-0.006032462383,0.001584616044,1.001225815,0.02665988948,8,8,-0.001794474657
2015-07-23,0.004166989847,0.004166989847,0,0,-0.003254685161,0.007421675008,0.9980479002,0.02231128028,8,8,-0.005629828149
2015-07-24,0.01196559428,0.01196559428,0,0,0.004102288343,0.007863305941,0.9832742463,0.0263683933,8,8,-0.01037227044
2015-07-27,-0.0009170119223,-0.0009170119223,0,0,-0.005592388719,0.004675376797,0.9679313548,0.03788072224,8,8,-0.005817038729
2015-07-28,-0.003759762471,-0.003759762471,0,0,0.006351046236,-0.01011080871,0.9585425843,0.03699763759,8,8,0.01228291124
2015-07-29,-0.001368916427,-0.001368916427,0,0,0.001948077549,-0.003316993976,0.9786840588,0.03336331325,8,8,0.006878984946
2015-07-30,0.004623047811,0.004623047811,0,0,0.002385589008,0.002237458804,0.9852979208,0.03203825452,8,8,0.0002371397902
2015-07-31,0.006400923031,0.006400923031,0,0,0.000993106246,0.005407816785,0.9809112514,0.03649259531,8,8,-0.00151764736
2015-08-03,0.001111675369,0.0001997925149,0.0009118828539,0.9118828539,-0.002566732332,0.003678407701,0.970285816,0.04262070648,8,8,-0.003373338273
2015-08-04,0.006925315719,0.006925315719,0,0,0.004660878328,0.002264437391,1,0,8,8,-0.001953961942
2015-08-05,-0.0008744849079,-0.0008744849079,0,0,-0.001210247805,0.0003357628972,0.9955022734,0.006877685575,8,8,0.003295145495
2015-08-06,-0.01031574185,-0.01031574185,0,0,-0.009266923509,-0.001048818342,0.9948262232,0.00600845497,8,8,-0.008187372127
2015-08-07,0.0008690498957,0.0008690498957,0,0,-0.003961646665,0.00483069656,0.9968917965,-0.004352182877,8,8,-0.001919943697
2015-08-10,-0.001421916892,-0.001421916892,0,0,0.005059275734,-0.006481192627,0.9872414911,-0.003480108593,8,8,0.01259917529
2015-08-11,-0.003590204183,-0.003590204183,0,0,-0.005357674945,0.001767470762,1.000204167,-0.004909005684,8,8,-0.0090229992
2015-08-12,-0.008305686361,-0.008305686361,0,0,-0.002600961224,-0.005704725137,0.9966572239,-0.008529833711,8,8,0.001197718966
2015-08-13,0.005755723023,0.005755723023,0,0,0.003307150123,0.002448572901,1.008134235,-0.01697652174,8,8,-0.001244116573
2015-08-14,0.0009760152296,0.0009760152296,0,0,0.0009721304035,3.884826074e-06,1.003218564,-0.0111565845,8,8,0.003642008373
2015-08-17,0.008775024226,0.008775024226,0,0,0.008439292608,0.0003357316185,1.003207663,-0.01017064257,8,8,0.005586992524
2015-08-18,-0.0007011905921,-0.0007011905921,0,0,-0.003653123803,0.002951933211,1.002514138,-0.00138347829,8,8,-0.002896603509
2015-08-19,0.003472196854,0.003472196854,0,0,-0.004412218001,0.007884414855,0.9966078935,-0.002086131658,8,8,-0.007905345042
2015-08-20,-0.01489646012,-0.01489646012,0,0,-0.02337051763,0.008474057512,0.9809053641,0.001381269157,8,8,-0.02088178835
